001:00:00.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:34:21.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,61,62,64,66,68,70
081:34:31.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,61,62,64,66,68,70
081:34:31.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:44:21.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:44:21.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:44:23.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:44:23.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,61,62,64,66,68,70
081:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,61,62,64,66,68,70
081:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,63,64,66,68,70
081:45:58.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,63,64,66,68,70
081:45:58.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:55:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:55:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:55:50.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:55:50.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,63,64,66,68,70
081:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,63,64,66,68,70
081:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
081:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70
081:57:04.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70
081:57:04.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:06:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:06:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:06:56.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:06:56.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70
082:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70
082:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,70
082:08:32.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,70
082:08:32.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:18:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:18:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:18:24.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:18:24.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,70
082:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,70
082:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70
082:20:01.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70
082:20:01.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:29:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:29:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:29:53.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
082:29:53.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70
082:31:14.948,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70
082:31:14.948,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:00:00.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:00:00.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:00:00.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:00:00.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70
085:00:10.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70
085:00:10.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:10:00.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:10:00.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:10:02.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:10:02.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70
085:11:28.428,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70
085:11:28.428,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:11:28.428,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:11:28.428,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:11:28.428,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:11:28.428,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,57,58,60,62,64,66,68,70
085:11:38.428,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,57,58,60,62,64,66,68,70
085:11:38.428,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:21:28.428,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:21:28.428,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:21:30.428,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:21:30.428,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,57,58,60,62,64,66,68,70
085:22:50.459,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,57,58,60,62,64,66,68,70
085:22:50.459,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:22:50.459,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:22:50.459,0,2,4,6,8,10,12,14,16,18,20,23,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:22:50.459,0,2,4,6,8,10,12,14,16,18,20,23,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:22:50.459,0,2,4,6,8,10,12,14,16,18,20,23,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,59,60,62,64,66,68,70
085:23:00.459,0,2,4,6,8,10,12,14,16,18,20,23,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,59,60,62,64,66,68,70
085:23:00.459,0,2,4,6,8,10,12,14,16,18,20,23,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:32:50.459,0,2,4,6,8,10,12,14,16,18,20,23,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:32:50.459,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:32:52.459,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:32:52.459,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,59,60,62,64,66,68,70
085:34:21.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,59,60,62,64,66,68,70
085:34:21.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:34:21.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:34:21.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:34:21.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:34:21.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,61,62,64,66,68,70
085:34:31.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,61,62,64,66,68,70
085:34:31.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:44:21.182,0,2,4,6,8,10,12,14,16,18,20,22,25,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:44:21.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:44:23.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:44:23.182,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,61,62,64,66,68,70
085:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,61,62,64,66,68,70
085:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:45:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,63,64,66,68,70
085:45:58.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,63,64,66,68,70
085:45:58.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:55:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,27,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:55:48.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:55:50.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:55:50.790,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,63,64,66,68,70
085:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,63,64,66,68,70
085:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
085:56:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70
085:57:04.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70
085:57:04.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:06:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:06:54.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:06:56.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:06:56.257,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70
086:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70
086:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:08:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,70
086:08:32.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,70
086:08:32.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:18:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,31,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:18:22.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:18:24.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:18:24.849,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,70
086:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,70
086:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:19:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70
086:20:01.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70
086:20:01.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:29:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:29:51.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:29:53.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
086:29:53.604,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70
086:31:14.948,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,69,70
086:31:14.948,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:00:00.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:00:00.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:00:00.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:00:00.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70
089:00:10.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70
089:00:10.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:10:00.000,0,2,4,6,8,10,12,14,16,19,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:10:00.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:10:02.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:10:02.000,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70
089:12:04.791,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,55,56,58,60,62,64,66,68,70
089:12:04.791,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:12:04.791,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:12:04.791,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:12:04.791,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:12:04.791,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,57,58,60,62,64,66,68,70
089:12:14.791,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,57,58,60,62,64,66,68,70
089:12:14.791,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:22:04.791,0,2,4,6,8,10,12,14,16,18,21,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:22:04.791,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
089:22:06.791,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70
